,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key,GENDER,FAMILY_INFO_EXIST
688,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2156,,True
689,25-34,B,50-74K,Probable Renter,Single Female,1,None/Unknown,2158,Female,True
690,45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,2162,,False
691,35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,2168,Female,True
692,25-34,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2172,,True
693,25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2173,,True
694,45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,2179,,True
695,55-64,A,100K+,Homeowner,2 Adults Kids,3,1,2181,,True
696,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2182,,True
697,65+,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,2183,,True
698,25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,2184,Female,True
699,25-34,U,100K+,Homeowner,2 Adults Kids,4,2,2185,,True
700,35-44,U,Under 35K,Unknown,Single Female,1,None/Unknown,2186,Female,True
701,65+,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2188,,True
702,35-44,A,50-74K,Homeowner,2 Adults Kids,4,2,2190,,True
703,25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2193,,True
704,55-64,B,Under 35K,Homeowner,Single Male,1,None/Unknown,2194,Male,True
705,35-44,B,Under 35K,Unknown,Single Female,1,None/Unknown,2198,Female,True
706,19-24,U,50-74K,Unknown,2 Adults Kids,3,1,2199,,True
707,45-54,U,Under 35K,Unknown,Single Male,1,None/Unknown,2200,Male,True
708,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2203,,True
709,35-44,U,50-74K,Unknown,1 Adult Kids,3,2,2208,,True
710,25-34,A,35-49K,Renter,2 Adults Kids,5+,3+,2209,,True
711,35-44,B,Under 35K,Unknown,Single Female,1,None/Unknown,2217,Female,True
712,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,2221,Male,True
713,19-24,B,100K+,Homeowner,Single Male,1,None/Unknown,2224,Male,True
714,35-44,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2231,,True
715,25-34,B,100K+,Homeowner,Single Male,1,None/Unknown,2233,Male,True
716,65+,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,2234,,True
717,45-54,U,100K+,Homeowner,2 Adults Kids,3,1,2235,,True
718,45-54,U,50-74K,Homeowner,Single Female,1,None/Unknown,2237,Female,True
719,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2243,,True
720,35-44,U,75-99K,Unknown,Unknown,1,None/Unknown,2250,,False
721,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,2252,,True
722,19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,2254,Male,True
723,45-54,U,Under 35K,Homeowner,Single Female,1,None/Unknown,2260,Female,True
724,45-54,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2264,,True
725,25-34,B,35-49K,Homeowner,Single Male,1,None/Unknown,2266,Male,True
726,55-64,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2269,,True
727,65+,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,2272,,True
728,25-34,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2279,,True
729,35-44,U,Under 35K,Homeowner,2 Adults Kids,3,1,2280,,True
730,55-64,B,100K+,Homeowner,Single Female,1,None/Unknown,2282,Female,True
731,45-54,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2284,,True
732,45-54,A,35-49K,Renter,2 Adults Kids,5+,3+,2292,,True
733,45-54,B,Under 35K,Renter,2 Adults Kids,4,2,2294,,True
734,35-44,B,35-49K,Renter,Single Male,1,None/Unknown,2295,Male,True
735,35-44,U,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2296,,True
736,65+,A,50-74K,Probable Renter,Single Female,2,None/Unknown,2298,Female,True
737,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2300,,True
738,35-44,A,35-49K,Homeowner,1 Adult Kids,3,1,2302,,True
739,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,2305,Female,True
740,45-54,A,75-99K,Homeowner,2 Adults Kids,3,1,2307,,True
741,45-54,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2312,,True
742,45-54,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2314,,True
743,35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,2317,,True
744,19-24,U,Under 35K,Unknown,Single Female,1,None/Unknown,2318,Female,True
745,45-54,U,100K+,Homeowner,Single Male,1,None/Unknown,2322,Male,True
746,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2324,,True
747,45-54,U,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2328,,True
748,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2330,,False
749,35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2331,,True
750,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,2334,,False
751,65+,U,Under 35K,Homeowner,1 Adult Kids,3,2,2337,,True
752,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2341,,False
753,55-64,U,100K+,Homeowner,Unknown,1,None/Unknown,2342,,False
754,19-24,U,50-74K,Unknown,Single Male,1,None/Unknown,2343,Male,True
755,45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2347,,True
756,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2351,,True
757,45-54,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,2359,,True
758,25-34,B,50-74K,Homeowner,Unknown,1,None/Unknown,2360,,False
759,25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2361,,True
760,45-54,A,Under 35K,Renter,2 Adults No Kids,2,None/Unknown,2364,,True
761,45-54,U,Under 35K,Unknown,2 Adults No Kids,2,None/Unknown,2367,,True
762,25-34,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,2370,,True
763,45-54,U,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2374,,True
764,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,2376,Female,True
765,25-34,A,50-74K,Unknown,2 Adults Kids,5+,3+,2378,,True
766,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2380,,False
767,25-34,A,50-74K,Unknown,Single Female,2,None/Unknown,2390,Female,True
768,35-44,U,75-99K,Homeowner,Single Male,1,None/Unknown,2393,Male,True
769,65+,B,100K+,Unknown,2 Adults No Kids,2,None/Unknown,2397,,True
770,35-44,A,Under 35K,Homeowner,2 Adults Kids,3,1,2400,,True
771,25-34,U,Under 35K,Unknown,Single Female,1,None/Unknown,2405,Female,True
772,25-34,A,100K+,Homeowner,2 Adults Kids,3,1,2406,,True
773,45-54,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2407,,True
774,65+,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,2411,,True
775,45-54,U,Under 35K,Unknown,2 Adults Kids,3,1,2420,,True
776,45-54,A,100K+,Homeowner,2 Adults Kids,5+,3+,2421,,True
777,19-24,U,Under 35K,Probable Renter,Single Female,1,None/Unknown,2426,Female,True
778,35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,2427,,True
779,19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,2432,Female,True
780,45-54,U,50-74K,Homeowner,1 Adult Kids,5+,3+,2435,,True
781,35-44,A,100K+,Homeowner,2 Adults Kids,5+,3+,2437,,True
782,45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,2445,,False
783,35-44,U,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2446,,True
784,35-44,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,2447,,True
785,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2448,,True
786,35-44,A,100K+,Homeowner,2 Adults Kids,5+,3+,2449,,True
787,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,2453,Female,True
788,45-54,B,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,2455,,True
789,65+,A,Under 35K,Homeowner,Single Female,2,None/Unknown,2465,Female,True
790,35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,2467,,True
791,25-34,U,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2479,,True
792,45-54,B,75-99K,Homeowner,Single Male,1,None/Unknown,2483,Male,True
793,35-44,B,Under 35K,Unknown,Single Male,1,None/Unknown,2486,Male,True
794,45-54,B,35-49K,Homeowner,Single Female,1,None/Unknown,2488,Female,True
795,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2489,,True
796,35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2494,,True
797,45-54,A,75-99K,Homeowner,Unknown,3,1,2496,,True
798,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,2497,Male,True
799,25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2498,,True
800,25-34,U,Under 35K,Unknown,2 Adults Kids,3,1,2499,,True
